
Heuvelmans Mechanisatie VOF,,Merk: pazzaglia Type: fz110 Prijs: € 17.500- Excl. BTW Bouwjaar: 2009 Draaiuren: Onbekend Gewicht: Onbekend RefNr: 1246596 Straat: Hoolstraat 2 Postcode: 5056PK Stad: Berkel-Enschot Land: Netherlands Telefoon: 013-5333020,
Duijndam Machines,,Merk: Koppert Type: Duijndam Machines Prijs: Op aanvraag Bouwjaar: 2011 Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 2330190808 Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
Wijnands machines,,Merk: Oogstband Oogstsysteem Type: 12 mtr en 24 mtr breed Prijs: € 2.850- Excl. BTW Bouwjaar: 2004 Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 1213730 Straat: Poorterweg 96 Postcode: 5984 NP Stad: Koningslust Land: Netherlands Telefoon: 0627103617 http://www.wijnandsmachines.nl,
Qingdao Promising International Co. Ltd.,+86-13698684264,Merk: QINGDAO PROMISING Type: ZL10B Prijs: $ 6.800- Excl. BTW Bouwjaar: Nieuw Draaiuren: 5 Gewicht: 2.950 Kg Conditie: Nieuw RefNr: 84295100 Straat: 24th Floor Tianzhi Building Qin No. 63 Postcode: 266555 Stad: Qingdao Land: Taiwan Telefoon: +86-532-86766880 Mobiel: +86-13698684264 Fax: +86-532-86760519,
TARGET CARS BV,,Merk: Omme Type: 2100EBZ Towable Telescopic Boom Lift 2110cm Prijs: € 15.950- Excl. BTW Bouwjaar: 2005 Draaiuren: Onbekend Gewicht: 2.500 Kg Conditie: Goed RefNr: 778053 Straat: Jan Hilgersweg 10 Postcode: 5657 ES Stad: Eindhoven Land: Netherlands Telefoon: 040-2925888 Fax: 040-2925800 http://www.targetmachines.eu,
Pigorety Impex,0040748296842,Merk: Liebherr Type: FMV075 Prijs: € 2.300- Incl. BTW Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 950053 Straat: Fanarului 4 Postcode: 500464 Stad: Brasov Land: Romania Telefoon: 0040748296842 Mobiel: 0040748296842,
Wijnands machines,,Merk: Simon preirooier Type: klembandrooier Prijs: € 2.500- Excl. BTW Bouwjaar: 1993 Draaiuren: Onbekend Gewicht: Onbekend RefNr: 1079893 Straat: Poorterweg 96 Postcode: 5984 NP Stad: Koningslust Land: Netherlands Telefoon: 0627103617 http://www.wijnandsmachines.nl,
Wijnands machines,,Merk: vd Beucken Oogstmachine Type: sla zelfrijdend Prijs: Op aanvraag Bouwjaar: 1998 Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 795604 Straat: Poorterweg 96 Postcode: 5984 NP Stad: Koningslust Land: Netherlands Telefoon: 0627103617 http://www.wijnandsmachines.nl,
Duijndam Machines,,Merk: Type: Duijndam Machines Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 1456191014 Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
Duijndam Machines,,Merk: Verhoest Type: plantenrooier Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 2320190926A Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
EVAX BV,,Merk: Simon Type: RPNA2 Prijs: Op aanvraag Bouwjaar: 2005 Draaiuren: Onbekend Gewicht: Onbekend RefNr: 1225648 Straat: Ganzestaartsedijk 23 Postcode: 5525KC Stad: Duizel Land: Netherlands Telefoon: +31 497 591 444,
ROB LUIJKX Agri-Tractors-Machines,0031653992010,Merk: Fendt Type: Favorit 920 (NIEUWE VARIO) Prijs: € 31.000- Excl. BTW Bouwjaar: 2000 Draaiuren: 16990 Gewicht: Onbekend Conditie: Zeer goed RefNr: 1210696 Straat: Balsedreef 16 Postcode: 4624RB Stad: Bergen op zoom Land: Netherlands Telefoon: 0031653992010 Mobiel: 0031653992010,
Duijndam Machines,,Merk: Tumoba harvesting machines Type: SP-1200 Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 1480190917 Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
Abemec,,Merk: Type: Onbekend Prijs: € 18.500- Incl. BTW Bouwjaar: 2002 Draaiuren: Onbekend Gewicht: Onbekend RefNr: MCH-187297 Straat: Pater van den Elsenlaan 4 Postcode: 5462 GG Stad: Veghel Land: Netherlands Telefoon: 0413 382185 Fax: 0413382217,
Duijndam Machines,,Merk: Baekelandt Type: - Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 2320190926B Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
Slecoma BV,,Merk: Kemper Type: 460 Prijs: € 19.000- Excl. BTW Bouwjaar: 2007 Draaiuren: Onbekend Gewicht: Onbekend RefNr: 1223144 Straat: De Vlonder 141 Postcode: 5427DD Stad: Boekel Land: Netherlands Telefoon: +31492326767,
de Vries Mechanisatie BV,,Merk: Claas Type: ORBIS 450 TF Prijs: Op aanvraag Bouwjaar: 2012 Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 12345 Straat: Lieving 45 Postcode: 9411TC Stad: Beilen Land: Netherlands Telefoon: +31 593 582 020,
Duijndam Machines,,Merk: Elco Type: SL3V1350 Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 1120190927A Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
Duijndam Machines,,Merk: Nobels Type: 3B Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 2330190925 Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
Duijndam Machines,,Merk: Basrijs Type: 135 cm Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Zo goed als nieuw RefNr: 1120190927B Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
Duijndam Machines,,Merk: Basrijs Type: 135 Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Zo goed als nieuw RefNr: 1120190927C Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
EVAX BV,,Merk: Asa-Lift Type: CM100E Prijs: Op aanvraag Bouwjaar: 2018 Draaiuren: Onbekend Gewicht: Onbekend RefNr: 1219532 Straat: Ganzestaartsedijk 23 Postcode: 5525KC Stad: Duizel Land: Netherlands Telefoon: +31 497 591 444,
Ten Hove Kamperveen,0627843152,Merk: Michelin Type: 710/70R34 Prijs: € 250- Excl. BTW Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Gemiddeld RefNr: 1219427 Straat: Jules van hasseltweg 1 Postcode: 8278AE Stad: Kamperveen Land: Netherlands Telefoon: 0383636528 Mobiel: 0627843152 Fax: 0383636516,
Duijndam Machines,,Merk: Thyregod Type: - Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 2360190926 Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
Duijndam Machines,,Merk: Simon Type: RPEN Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 2320190920 Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
Verstraten Handelsonderneming VOF,,Merk: PZ Type: Scylla maishakselaar 2 rij Prijs: € 3.450- Marge Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend RefNr: 1217171 Straat: Dorpsstraat 72 Postcode: 5453JW Stad: Langenboom Land: Netherlands Telefoon: 06-20525849 http://www.verstraten-ho.nl,
W.N. Kramer,,Merk: Type: Overschietmachine Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend RefNr: 54 Straat: Burgerweg 53 Postcode: 1754KD Stad: Burgerbrug Land: Netherlands Telefoon: 0226 381481,
VDI Auctions,,Merk: Krone Type: Big x 600 Prijs: € 15.000- Excl. BTW Bouwjaar: 2004 Draaiuren: 3891 Gewicht: Onbekend RefNr: 1216118 Straat: Vuurijzer 5 Postcode: 5753SV Stad: Deurne Land: Netherlands Telefoon: +31 857826770,
Duijndam Machines,,Merk: Basrijs Type: 110 Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 1120190916 Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
Ozdemirsan Trailers,+905331383697,Merk: Ozdemirsan Type: 2019 Prijs: € 35.000- Bieden vanaf Bouwjaar: Nieuw Draaiuren: Onbekend Gewicht: Onbekend Conditie: Nieuw RefNr: 1062713 Straat: Saray street 71/A Postcode: 06980 Stad: ANKARA Land: Turkey Telefoon: + 90 312 815 49 30 / 31 Mobiel: +905331383697 Fax: 0312 815 49 32,
P.de Heus & Zonen Greup BV,,Merk: Fimaks Type: MC10X Prijs: € 4.750- Excl. BTW Bouwjaar: 2017 Draaiuren: Onbekend Gewicht: Onbekend Conditie: Nieuw RefNr: 067276 Straat: Stougjesdijk 153 Postcode: 3271KB Stad: MIJNSHEERENLAND Land: Netherlands Telefoon: 0186-612333 http://www.heustractors.com,
Adams Handelsonderneming,,Merk: Lely Type: 460 Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend RefNr: 1211261 Straat: Barneveldseweg 45 Postcode: 6741LJ Stad: Lunteren Land: Netherlands Telefoon: 0623324255,
A&S Machinery Co. Ltd.,0086 18081097716,Merk: Corner Wear Shoes/Heel Sh Type: ES6697 Prijs: $ 200- Vanaf prijs Bouwjaar: Nieuw Draaiuren: Onbekend Gewicht: Onbekend Conditie: Nieuw RefNr: 944935 Straat: 469 Xinsheng Road Gaoxin Distri 469 Postcode: 610041 Stad: Chengdu Land: United States Telefoon: 0086 28 61152008 Mobiel: 0086 18081097716 Fax: 0086 28 8612 9221,
Duijndam Machines,,Merk: Koops Type: LK Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 2335190912 Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
de Vries Mechanisatie BV,,Merk: John Deere Type: 7480 ProDrive 4wd Prijs: Op aanvraag Bouwjaar: 2015 Draaiuren: 777 Gewicht: Onbekend Conditie: Goed RefNr: 12345 Straat: Lieving 45 Postcode: 9411TC Stad: Beilen Land: Netherlands Telefoon: +31 593 582 020,
Duijndam Machines,,Merk: Schrauwen Type: 140 cm Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 1120190904 Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
Duijndam Machines,,Merk: Peecon Type: 135 Prijs: Op aanvraag Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 1120190910 Straat: Tweede Tochtweg 127 Postcode: 2913LR Stad: Nieuwerkerk aan den IJssel Land: Netherlands Telefoon: +31180632088 http://www.duijndam-machines.com,
A&M Machinery B.V.,,Merk: Kemper Type: 360 Prijs: € 19.500- Excl. BTW Bouwjaar: 2009 Draaiuren: Onbekend Gewicht: Onbekend RefNr: 19047 Straat: Veulenseweg 35 Postcode: 5814AA Stad: Veulen Land: Netherlands Telefoon: 0478-560016,
A&M Machinery B.V.,,Merk: Kemper Type: 6008 maisbek Prijs: € 13.500- Excl. BTW Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend Conditie: Nieuw RefNr: 18205 Straat: Veulenseweg 35 Postcode: 5814AA Stad: Veulen Land: Netherlands Telefoon: 0478-560016,
FH Dekker,,Merk: Votex Type: Jumbo 190 Prijs: € 3.500- Excl. BTW Bouwjaar: 1998 Draaiuren: Onbekend Gewicht: Onbekend RefNr: 1205094 Straat: Oosteinde 225 Postcode: 7671AX Stad: Vriezenveen Land: Netherlands Telefoon: 06-25038276,
A&M Machinery B.V.,,Merk: Kemper Type: 375 Prijs: € 17.000- Excl. BTW Bouwjaar: 2010 Draaiuren: Onbekend Gewicht: Onbekend RefNr: 19123 Straat: Veulenseweg 35 Postcode: 5814AA Stad: Veulen Land: Netherlands Telefoon: 0478-560016,
Roelofs LMB,,Merk: Claas Type: Jaguar 880 Prijs: € 31.750- Excl. BTW Bouwjaar: 1996 Draaiuren: Onbekend Gewicht: Onbekend Conditie: Goed RefNr: 1204875 Straat: Dijkgraaf 15 Postcode: 6721NJ Stad: Bennekom Land: Netherlands Telefoon: 0318 414694,
Vissers Mechanisatiebedrijf BV,,Merk: Dewulf Type: Kwatro (Bedrijfsklaar) Prijs: Op aanvraag Bouwjaar: 2013 Draaiuren: 3060 Gewicht: 30.000 Kg Conditie: Goed RefNr: 1203428 Straat: Rond Deel 6 Postcode: 5531AH Stad: Bladel Land: Netherlands Telefoon: +310497381370,
Verstraten Handelsonderneming VOF,,Merk: New Holland Type: Maaibord 45 meter Prijs: € 500- Marge Bouwjaar: Onbekend Draaiuren: Onbekend Gewicht: Onbekend RefNr: 1201827 Straat: Dorpsstraat 72 Postcode: 5453JW Stad: Langenboom Land: Netherlands Telefoon: 06-20525849 http://www.verstraten-ho.nl,
Slecoma BV,,Merk: New Holland Type: FR9060 Prijs: Op aanvraag Bouwjaar: 2009 Draaiuren: 4587 Gewicht: Onbekend RefNr: 215410 Straat: De
